label,predict_score
True,0.5678547620773315
False,0.2513028681278229
False,0.02439611591398716
True,0.7295736074447632
True,0.6728160381317139
True,0.732909619808197
False,0.20519942045211792
False,0.5898350477218628
True,0.5942723751068115
False,0.05855562165379524
True,0.7434728741645813
False,0.15514124929904938
False,0.006406218744814396
False,0.0901000127196312
False,0.6891722083091736
False,0.12953869998455048
False,0.38786306977272034
True,0.5084410905838013
True,0.47616004943847656
False,0.4972139000892639
False,0.548023521900177
False,0.5023067593574524
True,0.5751171112060547
False,0.05407603085041046
True,0.6833614110946655
True,0.5563625693321228
False,0.6193862557411194
True,0.6826238632202148
False,0.20764575898647308
True,0.48715102672576904
True,0.35046160221099854
False,0.0071219890378415585
False,0.01572004146873951
False,0.0778607577085495
False,0.3053745925426483
True,0.6742978096008301
True,0.056452419608831406
False,0.20667195320129395
False,0.02492731623351574
False,0.059670135378837585
False,0.04785933345556259
False,0.622774600982666
False,0.008314410224556923
False,0.48459404706954956
False,0.6845526695251465
False,0.0672270730137825
True,0.7030485272407532
False,0.06754220277070999
True,0.555348813533783
False,0.19871295988559723
False,0.3844805657863617
False,0.3744480311870575
False,0.08339175581932068
False,0.08175350725650787
True,0.6498803496360779
True,0.689645528793335
False,0.5188711285591125
True,0.7390403151512146
False,0.31854668259620667
False,0.10745350271463394
False,0.36508679389953613
True,0.13889838755130768
False,0.664699137210846
False,0.45052093267440796
False,0.7565879225730896
True,0.7107959389686584
False,0.5848615169525146
False,0.16710415482521057
True,0.6872273683547974
True,0.5260310173034668
False,0.44828444719314575
False,0.007191911805421114
True,0.5262193083763123
False,0.15155038237571716
True,0.5596928596496582
False,0.10464360564947128
True,0.07839865982532501
True,0.2986191213130951
True,0.4434314966201782
False,0.03753302991390228
True,0.7712656855583191
False,0.5794190764427185
True,0.811812162399292
True,0.6968751549720764
False,0.04450176656246185
False,0.4751400053501129
False,0.13222169876098633
False,0.010644015856087208
False,0.040827926248311996
False,0.011947710998356342
True,0.6846118569374084
False,0.2212715446949005
False,0.03266039863228798
False,0.2149263471364975
True,0.22600530087947845
False,0.030200522392988205
False,0.7186205983161926
False,0.3637586534023285
True,0.6207153797149658
True,0.651874840259552
False,0.02303970977663994
False,0.6296598315238953
False,0.5420941710472107
False,0.28923919796943665
True,0.5508756041526794
True,0.48352447152137756
False,0.09166989475488663
False,0.20221316814422607
True,0.6584295034408569
False,0.553555428981781
False,0.3742973506450653
True,0.7050931453704834
True,0.5835965275764465
False,0.4823272228240967
True,0.7350874543190002
True,0.6167416572570801
True,0.5433809161186218
True,0.6506772637367249
False,0.5778236389160156
True,0.7031760215759277
True,0.4094085693359375
False,0.035063233226537704
False,0.08786042034626007
False,0.018355129286646843
False,0.6798123121261597
False,0.06707049906253815
False,0.5887937545776367
False,0.25226855278015137
False,0.4195103049278259
True,0.7104548811912537
True,0.6682531237602234
False,0.4780065715312958
False,0.5311805605888367
False,0.6396268606185913
True,0.6382318139076233
False,0.4960990250110626
False,0.11353343725204468
False,0.02543981373310089
True,0.5423563122749329
False,0.038995902985334396
False,0.6012538075447083
False,0.04539763927459717
False,0.15352173149585724
False,0.07161137461662292
True,0.05705951526761055
False,0.06673648208379745
True,0.7351558804512024
False,0.6388944983482361
True,0.764306366443634
True,0.5805051922798157
False,0.0518687479197979
False,0.6334534287452698
True,0.5562804937362671
True,0.44689780473709106
True,0.6127477288246155
True,0.5415646433830261
False,0.006086867302656174
False,0.30412399768829346
True,0.46783989667892456
True,0.7653769850730896
False,0.6645835041999817
True,0.2180643230676651
False,0.6681197285652161
False,0.01381826400756836
True,0.6119465231895447
False,0.06770899146795273
False,0.053633857518434525
False,0.09926744550466537
False,0.6272693276405334
True,0.6259317994117737
True,0.6589598655700684
False,0.02379750832915306
False,0.053778599947690964
False,0.09111032634973526
True,0.7280902862548828
True,0.46828770637512207
False,0.44340991973876953
False,0.7423233985900879
True,0.20201386511325836
False,0.7456817626953125
True,0.7639790773391724
False,0.02190239727497101
False,0.10636642575263977
True,0.7315434217453003
False,0.06788357347249985
False,0.512061357498169
False,0.17603513598442078
False,0.39260634779930115
True,0.15378688275814056
False,0.06612443178892136
True,0.39466091990470886
False,0.5365033745765686
False,0.18510539829730988
False,0.03291250020265579
True,0.5049622058868408
True,0.6435639262199402
True,0.7149829864501953
False,0.7563002705574036
False,0.1514764130115509
False,0.39158838987350464
True,0.6378694176673889
False,0.6911872029304504
True,0.523374617099762
False,0.5897755026817322
True,0.1242038682103157
False,0.26876354217529297
False,0.7330763339996338
True,0.5569478273391724
False,0.07575909048318863
True,0.4620422422885895
False,0.05735429376363754
False,0.07573522627353668
True,0.40679237246513367
False,0.1188666820526123
False,0.2985943853855133
True,0.6772012114524841
False,0.5551755428314209
False,0.2631480395793915
False,0.19392342865467072
False,0.4471222460269928
False,0.6811824440956116
False,0.02317534014582634
False,0.2042805254459381
False,0.45949727296829224
True,0.6207180023193359
True,0.6687011122703552
False,0.14305616915225983
True,0.16261224448680878
True,0.4683775305747986
False,0.34949713945388794
False,0.007573979441076517
False,0.20800107717514038
True,0.4252431392669678
True,0.6822569370269775
True,0.3731236755847931
True,0.6940440535545349
True,0.7130657434463501
False,0.34786921739578247
True,0.47638314962387085
False,0.6989349722862244
False,0.08374226838350296
False,0.012820973061025143
False,0.06377158313989639
True,0.7679049968719482
False,0.2752752900123596
True,0.7494691610336304
True,0.3419177830219269
False,0.009023519232869148
True,0.5969119071960449
True,0.577284574508667
True,0.6563059091567993
False,0.017267543822526932
False,0.059379637241363525
False,0.20027318596839905
False,0.026316402480006218
False,0.18109692633152008
True,0.7153536081314087
False,0.6457805633544922
False,0.2792283594608307
True,0.4034537076950073
False,0.5139803290367126
False,0.4825078845024109
True,0.6240566968917847
True,0.6536534428596497
False,0.2682078778743744
False,0.06493910402059555
False,0.21206530928611755
True,0.6307894587516785
False,0.30094534158706665
False,0.21582721173763275
False,0.1875658929347992
True,0.6250436902046204
True,0.6592880487442017
False,0.14496451616287231
False,0.3649536967277527
False,0.03739214688539505
True,0.5460366606712341
False,0.24520190060138702
True,0.738123893737793
True,0.3904682397842407
True,0.6741846799850464
True,0.722817063331604
True,0.6943356990814209
False,0.5625004768371582
False,0.473842054605484
False,0.2951650619506836
False,0.04330030083656311
False,0.00917240884155035
False,0.18964499235153198
True,0.6503445506095886
False,0.006276198197156191
False,0.05330025404691696
False,0.5723340511322021
False,0.39670896530151367
False,0.6572539806365967
True,0.4133468568325043
False,0.04044930636882782
True,0.4388863146305084
False,0.530951201915741
True,0.593776285648346
True,0.7244860529899597
False,0.446304053068161
